Created as New Dataset,Sample 027 By Analyst Date Friday, March 28 2025
cm-1,A
3732.00,0.0132
3731.00,0.0133
3730.00,0.0134
3729.00,0.0134
3728.00,0.0134
3727.00,0.0134
3726.00,0.0135
3725.00,0.0134
3724.00,0.0134
3723.00,0.0133
3722.00,0.0133
3721.00,0.0134
3720.00,0.0133
3719.00,0.0133
3718.00,0.0133
3717.00,0.0134
3716.00,0.0134
3715.00,0.0134
3714.00,0.0134
3713.00,0.0134
3712.00,0.0134
3711.00,0.0134
3710.00,0.0133
3709.00,0.0133
3708.00,0.0132
3707.00,0.0132
3706.00,0.0132
3705.00,0.0131
3704.00,0.0131
3703.00,0.0131
3702.00,0.0130
3701.00,0.0131
3700.00,0.0131
3699.00,0.0131
3698.00,0.0131
3697.00,0.0131
3696.00,0.0131
3695.00,0.0132
3694.00,0.0132
3693.00,0.0132
3692.00,0.0132
3691.00,0.0132
3690.00,0.0131
3689.00,0.0131
3688.00,0.0132
3687.00,0.0132
3686.00,0.0131
3685.00,0.0131
3684.00,0.0131
3683.00,0.0132
3682.00,0.0132
3681.00,0.0132
3680.00,0.0132
3679.00,0.0133
3678.00,0.0133
3677.00,0.0133
3676.00,0.0132
3675.00,0.0133
3674.00,0.0134
3673.00,0.0133
3672.00,0.0133
3671.00,0.0132
3670.00,0.0133
3669.00,0.0133
3668.00,0.0132
3667.00,0.0131
3666.00,0.0130
3665.00,0.0130
3664.00,0.0130
3663.00,0.0130
3662.00,0.0130
3661.00,0.0130
3660.00,0.0130
3659.00,0.0130
3658.00,0.0130
3657.00,0.0130
3656.00,0.0131
3655.00,0.0132
3654.00,0.0133
3653.00,0.0133
3652.00,0.0135
3651.00,0.0136
3650.00,0.0136
3649.00,0.0136
3648.00,0.0135
3647.00,0.0134
3646.00,0.0133
3645.00,0.0132
3644.00,0.0132
3643.00,0.0131
3642.00,0.0131
3641.00,0.0130
3640.00,0.0130
3639.00,0.0130
3638.00,0.0130
3637.00,0.0130
3636.00,0.0130
3635.00,0.0131
3634.00,0.0131
3633.00,0.0132
3632.00,0.0133
3631.00,0.0133
3630.00,0.0132
3629.00,0.0132
3628.00,0.0132
3627.00,0.0132
3626.00,0.0131
3625.00,0.0130
3624.00,0.0131
3623.00,0.0131
3622.00,0.0131
3621.00,0.0130
3620.00,0.0130
3619.00,0.0131
3618.00,0.0132
3617.00,0.0133
3616.00,0.0133
3615.00,0.0133
3614.00,0.0133
3613.00,0.0133
3612.00,0.0133
3611.00,0.0133
3610.00,0.0133
3609.00,0.0132
3608.00,0.0131
3607.00,0.0130
3606.00,0.0130
3605.00,0.0129
3604.00,0.0129
3603.00,0.0129
3602.00,0.0129
3601.00,0.0129
3600.00,0.0129
3599.00,0.0130
3598.00,0.0130
3597.00,0.0130
3596.00,0.0130
3595.00,0.0130
3594.00,0.0130
3593.00,0.0130
3592.00,0.0131
3591.00,0.0132
3590.00,0.0132
3589.00,0.0132
3588.00,0.0132
3587.00,0.0131
3586.00,0.0130
3585.00,0.0129
3584.00,0.0129
3583.00,0.0129
3582.00,0.0129
3581.00,0.0128
3580.00,0.0128
3579.00,0.0128
3578.00,0.0127
3577.00,0.0127
3576.00,0.0127
3575.00,0.0127
3574.00,0.0128
3573.00,0.0128
3572.00,0.0129
3571.00,0.0130
3570.00,0.0131
3569.00,0.0132
3568.00,0.0132
3567.00,0.0131
3566.00,0.0130
3565.00,0.0129
3564.00,0.0129
3563.00,0.0128
3562.00,0.0128
3561.00,0.0128
3560.00,0.0127
3559.00,0.0127
3558.00,0.0127
3557.00,0.0127
3556.00,0.0127
3555.00,0.0127
3554.00,0.0127
3553.00,0.0127
3552.00,0.0127
3551.00,0.0127
3550.00,0.0128
3549.00,0.0128
3548.00,0.0128
3547.00,0.0128
3546.00,0.0128
3545.00,0.0127
3544.00,0.0126
3543.00,0.0126
3542.00,0.0126
3541.00,0.0126
3540.00,0.0126
3539.00,0.0126
3538.00,0.0126
3537.00,0.0125
3536.00,0.0125
3535.00,0.0125
3534.00,0.0125
3533.00,0.0125
3532.00,0.0125
3531.00,0.0126
3530.00,0.0126
3529.00,0.0126
3528.00,0.0126
3527.00,0.0126
3526.00,0.0126
3525.00,0.0126
3524.00,0.0126
3523.00,0.0125
3522.00,0.0125
3521.00,0.0125
3520.00,0.0125
3519.00,0.0124
3518.00,0.0124
3517.00,0.0124
3516.00,0.0124
3515.00,0.0124
3514.00,0.0124
3513.00,0.0124
3512.00,0.0124
3511.00,0.0124
3510.00,0.0124
3509.00,0.0124
3508.00,0.0124
3507.00,0.0124
3506.00,0.0125
3505.00,0.0125
3504.00,0.0125
3503.00,0.0125
3502.00,0.0124
3501.00,0.0124
3500.00,0.0124
3499.00,0.0124
3498.00,0.0123
3497.00,0.0123
3496.00,0.0123
3495.00,0.0123
3494.00,0.0123
3493.00,0.0123
3492.00,0.0123
3491.00,0.0123
3490.00,0.0123
3489.00,0.0123
3488.00,0.0123
3487.00,0.0123
3486.00,0.0123
3485.00,0.0123
3484.00,0.0123
3483.00,0.0123
3482.00,0.0123
3481.00,0.0123
3480.00,0.0122
3479.00,0.0122
3478.00,0.0122
3477.00,0.0122
3476.00,0.0122
3475.00,0.0122
3474.00,0.0122
3473.00,0.0122
3472.00,0.0122
3471.00,0.0122
3470.00,0.0122
3469.00,0.0122
3468.00,0.0122
3467.00,0.0122
3466.00,0.0122
3465.00,0.0122
3464.00,0.0122
3463.00,0.0122
3462.00,0.0122
3461.00,0.0122
3460.00,0.0122
3459.00,0.0122
3458.00,0.0122
3457.00,0.0122
3456.00,0.0122
3455.00,0.0122
3454.00,0.0122
3453.00,0.0122
3452.00,0.0122
3451.00,0.0122
3450.00,0.0122
3449.00,0.0122
3448.00,0.0122
3447.00,0.0122
3446.00,0.0122
3445.00,0.0122
3444.00,0.0122
3443.00,0.0122
3442.00,0.0122
3441.00,0.0122
3440.00,0.0122
3439.00,0.0122
3438.00,0.0122
3437.00,0.0122
3436.00,0.0122
3435.00,0.0122
3434.00,0.0122
3433.00,0.0122
3432.00,0.0122
3431.00,0.0122
3430.00,0.0122
3429.00,0.0122
3428.00,0.0122
3427.00,0.0122
3426.00,0.0122
3425.00,0.0122
3424.00,0.0122
3423.00,0.0122
3422.00,0.0122
3421.00,0.0122
3420.00,0.0122
3419.00,0.0122
3418.00,0.0122
3417.00,0.0122
3416.00,0.0122
3415.00,0.0122
3414.00,0.0122
3413.00,0.0122
3412.00,0.0122
3411.00,0.0122
3410.00,0.0122
3409.00,0.0122
3408.00,0.0122
3407.00,0.0122
3406.00,0.0122
3405.00,0.0122
3404.00,0.0122
3403.00,0.0122
3402.00,0.0122
3401.00,0.0122
3400.00,0.0122
3399.00,0.0122
3398.00,0.0122
3397.00,0.0122
3396.00,0.0122
3395.00,0.0122
3394.00,0.0122
3393.00,0.0122
3392.00,0.0122
3391.00,0.0122
3390.00,0.0122
3389.00,0.0122
3388.00,0.0122
3387.00,0.0122
3386.00,0.0122
3385.00,0.0122
3384.00,0.0122
3383.00,0.0122
3382.00,0.0122
3381.00,0.0122
3380.00,0.0122
3379.00,0.0122
3378.00,0.0123
3377.00,0.0123
3376.00,0.0123
3375.00,0.0123
3374.00,0.0123
3373.00,0.0123
3372.00,0.0123
3371.00,0.0123
3370.00,0.0123
3369.00,0.0123
3368.00,0.0123
3367.00,0.0123
3366.00,0.0123
3365.00,0.0123
3364.00,0.0123
3363.00,0.0123
3362.00,0.0123
3361.00,0.0124
3360.00,0.0124
3359.00,0.0124
3358.00,0.0124
3357.00,0.0124
3356.00,0.0124
3355.00,0.0124
3354.00,0.0124
3353.00,0.0124
3352.00,0.0124
3351.00,0.0124
3350.00,0.0124
3349.00,0.0124
3348.00,0.0124
3347.00,0.0124
3346.00,0.0124
3345.00,0.0124
3344.00,0.0124
3343.00,0.0124
3342.00,0.0124
3341.00,0.0125
3340.00,0.0125
3339.00,0.0125
3338.00,0.0125
3337.00,0.0125
3336.00,0.0125
3335.00,0.0125
3334.00,0.0125
3333.00,0.0125
3332.00,0.0125
3331.00,0.0125
3330.00,0.0125
3329.00,0.0125
3328.00,0.0125
3327.00,0.0125
3326.00,0.0125
3325.00,0.0125
3324.00,0.0125
3323.00,0.0125
3322.00,0.0126
3321.00,0.0126
3320.00,0.0126
3319.00,0.0126
3318.00,0.0126
3317.00,0.0126
3316.00,0.0126
3315.00,0.0126
3314.00,0.0126
3313.00,0.0126
3312.00,0.0126
3311.00,0.0126
3310.00,0.0126
3309.00,0.0126
3308.00,0.0126
3307.00,0.0126
3306.00,0.0126
3305.00,0.0126
3304.00,0.0126
3303.00,0.0126
3302.00,0.0126
3301.00,0.0126
3300.00,0.0126
3299.00,0.0127
3298.00,0.0127
3297.00,0.0127
3296.00,0.0127
3295.00,0.0127
3294.00,0.0127
3293.00,0.0127
3292.00,0.0127
3291.00,0.0127
3290.00,0.0127
3289.00,0.0127
3288.00,0.0127
3287.00,0.0127
3286.00,0.0127
3285.00,0.0127
3284.00,0.0127
3283.00,0.0127
3282.00,0.0127
3281.00,0.0127
3280.00,0.0127
3279.00,0.0128
3278.00,0.0128
3277.00,0.0128
3276.00,0.0128
3275.00,0.0128
3274.00,0.0128
3273.00,0.0128
3272.00,0.0128
3271.00,0.0128
3270.00,0.0128
3269.00,0.0128
3268.00,0.0128
3267.00,0.0128
3266.00,0.0128
3265.00,0.0128
3264.00,0.0128
3263.00,0.0128
3262.00,0.0128
3261.00,0.0128
3260.00,0.0128
3259.00,0.0128
3258.00,0.0128
3257.00,0.0128
3256.00,0.0128
3255.00,0.0128
3254.00,0.0128
3253.00,0.0128
3252.00,0.0128
3251.00,0.0128
3250.00,0.0128
3249.00,0.0128
3248.00,0.0129
3247.00,0.0128
3246.00,0.0128
3245.00,0.0128
3244.00,0.0129
3243.00,0.0129
3242.00,0.0129
3241.00,0.0129
3240.00,0.0129
3239.00,0.0129
3238.00,0.0129
3237.00,0.0129
3236.00,0.0129
3235.00,0.0129
3234.00,0.0129
3233.00,0.0129
3232.00,0.0129
3231.00,0.0129
3230.00,0.0129
3229.00,0.0129
3228.00,0.0129
3227.00,0.0129
3226.00,0.0129
3225.00,0.0129
3224.00,0.0129
3223.00,0.0129
3222.00,0.0130
3221.00,0.0130
3220.00,0.0130
3219.00,0.0130
3218.00,0.0130
3217.00,0.0130
3216.00,0.0130
3215.00,0.0130
3214.00,0.0130
3213.00,0.0130
3212.00,0.0130
3211.00,0.0130
3210.00,0.0130
3209.00,0.0130
3208.00,0.0130
3207.00,0.0130
3206.00,0.0130
3205.00,0.0130
3204.00,0.0130
3203.00,0.0130
3202.00,0.0130
3201.00,0.0131
3200.00,0.0131
3199.00,0.0131
3198.00,0.0131
3197.00,0.0131
3196.00,0.0131
3195.00,0.0131
3194.00,0.0131
3193.00,0.0131
3192.00,0.0131
3191.00,0.0131
3190.00,0.0131
3189.00,0.0131
3188.00,0.0131
3187.00,0.0131
3186.00,0.0132
3185.00,0.0132
3184.00,0.0132
3183.00,0.0132
3182.00,0.0132
3181.00,0.0132
3180.00,0.0132
3179.00,0.0132
3178.00,0.0132
3177.00,0.0132
3176.00,0.0132
3175.00,0.0132
3174.00,0.0132
3173.00,0.0132
3172.00,0.0132
3171.00,0.0132
3170.00,0.0132
3169.00,0.0132
3168.00,0.0132
3167.00,0.0132
3166.00,0.0133
3165.00,0.0133
3164.00,0.0133
3163.00,0.0133
3162.00,0.0133
3161.00,0.0133
3160.00,0.0133
3159.00,0.0133
3158.00,0.0133
3157.00,0.0133
3156.00,0.0133
3155.00,0.0133
3154.00,0.0133
3153.00,0.0133
3152.00,0.0133
3151.00,0.0133
3150.00,0.0133
3149.00,0.0133
3148.00,0.0133
3147.00,0.0133
3146.00,0.0133
3145.00,0.0133
3144.00,0.0134
3143.00,0.0134
3142.00,0.0134
3141.00,0.0134
3140.00,0.0134
3139.00,0.0134
3138.00,0.0134
3137.00,0.0134
3136.00,0.0134
3135.00,0.0134
3134.00,0.0134
3133.00,0.0134
3132.00,0.0134
3131.00,0.0134
3130.00,0.0134
3129.00,0.0134
3128.00,0.0134
3127.00,0.0134
3126.00,0.0134
3125.00,0.0134
3124.00,0.0135
3123.00,0.0135
3122.00,0.0135
3121.00,0.0135
3120.00,0.0135
3119.00,0.0135
3118.00,0.0135
3117.00,0.0135
3116.00,0.0135
3115.00,0.0135
3114.00,0.0135
3113.00,0.0135
3112.00,0.0135
3111.00,0.0135
3110.00,0.0135
3109.00,0.0135
3108.00,0.0135
3107.00,0.0135
3106.00,0.0135
3105.00,0.0135
3104.00,0.0135
3103.00,0.0135
3102.00,0.0135
3101.00,0.0135
3100.00,0.0135
3099.00,0.0135
3098.00,0.0135
3097.00,0.0135
3096.00,0.0135
3095.00,0.0135
3094.00,0.0135
3093.00,0.0135
3092.00,0.0135
3091.00,0.0136
3090.00,0.0136
3089.00,0.0136
3088.00,0.0136
3087.00,0.0136
3086.00,0.0136
3085.00,0.0136
3084.00,0.0136
3083.00,0.0136
3082.00,0.0136
3081.00,0.0136
3080.00,0.0136
3079.00,0.0136
3078.00,0.0136
3077.00,0.0136
3076.00,0.0136
3075.00,0.0136
3074.00,0.0136
3073.00,0.0136
3072.00,0.0136
3071.00,0.0136
3070.00,0.0136
3069.00,0.0136
3068.00,0.0136
3067.00,0.0136
3066.00,0.0136
3065.00,0.0136
3064.00,0.0137
3063.00,0.0137
3062.00,0.0137
3061.00,0.0137
3060.00,0.0137
3059.00,0.0137
3058.00,0.0137
3057.00,0.0137
3056.00,0.0137
3055.00,0.0137
3054.00,0.0137
3053.00,0.0137
3052.00,0.0137
3051.00,0.0137
3050.00,0.0137
3049.00,0.0137
3048.00,0.0137
3047.00,0.0137
3046.00,0.0137
3045.00,0.0137
3044.00,0.0137
3043.00,0.0137
3042.00,0.0137
3041.00,0.0137
3040.00,0.0137
3039.00,0.0137
3038.00,0.0137
3037.00,0.0137
3036.00,0.0137
3035.00,0.0137
3034.00,0.0137
3033.00,0.0137
3032.00,0.0137
3031.00,0.0136
3030.00,0.0136
3029.00,0.0136
3028.00,0.0136
3027.00,0.0136
3026.00,0.0136
3025.00,0.0136
3024.00,0.0136
3023.00,0.0136
3022.00,0.0136
3021.00,0.0136
3020.00,0.0135
3019.00,0.0135
3018.00,0.0135
3017.00,0.0135
3016.00,0.0135
3015.00,0.0135
3014.00,0.0135
3013.00,0.0135
3012.00,0.0135
3011.00,0.0134
3010.00,0.0134
3009.00,0.0134
3008.00,0.0134
3007.00,0.0134
3006.00,0.0134
3005.00,0.0134
3004.00,0.0134
3003.00,0.0133
3002.00,0.0133
3001.00,0.0133
3000.00,0.0133
2999.00,0.0133
2998.00,0.0133
2997.00,0.0133
2996.00,0.0133
2995.00,0.0133
2994.00,0.0133
2993.00,0.0132
2992.00,0.0132
2991.00,0.0132
2990.00,0.0131
2989.00,0.0131
2988.00,0.0131
2987.00,0.0131
2986.00,0.0131
2985.00,0.0132
2984.00,0.0132
2983.00,0.0132
2982.00,0.0132
2981.00,0.0132
2980.00,0.0132
2979.00,0.0132
2978.00,0.0132
2977.00,0.0132
2976.00,0.0132
2975.00,0.0132
2974.00,0.0132
2973.00,0.0132
2972.00,0.0132
2971.00,0.0133
2970.00,0.0133
2969.00,0.0133
2968.00,0.0133
2967.00,0.0133
2966.00,0.0133
2965.00,0.0133
2964.00,0.0133
2963.00,0.0133
2962.00,0.0133
2961.00,0.0133
2960.00,0.0133
2959.00,0.0133
2958.00,0.0133
2957.00,0.0133
2956.00,0.0133
2955.00,0.0133
2954.00,0.0133
2953.00,0.0133
2952.00,0.0133
2951.00,0.0134
2950.00,0.0134
2949.00,0.0134
2948.00,0.0134
2947.00,0.0134
2946.00,0.0134
2945.00,0.0134
2944.00,0.0134
2943.00,0.0134
2942.00,0.0134
2941.00,0.0135
2940.00,0.0135
2939.00,0.0135
2938.00,0.0135
2937.00,0.0135
2936.00,0.0135
2935.00,0.0135
2934.00,0.0135
2933.00,0.0135
2932.00,0.0135
2931.00,0.0135
2930.00,0.0134
2929.00,0.0134
2928.00,0.0134
2927.00,0.0134
2926.00,0.0134
2925.00,0.0133
2924.00,0.0133
2923.00,0.0133
2922.00,0.0133
2921.00,0.0132
2920.00,0.0132
2919.00,0.0132
2918.00,0.0132
2917.00,0.0132
2916.00,0.0132
2915.00,0.0132
2914.00,0.0132
2913.00,0.0132
2912.00,0.0132
2911.00,0.0132
2910.00,0.0132
2909.00,0.0133
2908.00,0.0133
2907.00,0.0133
2906.00,0.0133
2905.00,0.0133
2904.00,0.0133
2903.00,0.0133
2902.00,0.0133
2901.00,0.0133
2900.00,0.0133
2899.00,0.0133
2898.00,0.0133
2897.00,0.0134
2896.00,0.0134
2895.00,0.0134
2894.00,0.0134
2893.00,0.0134
2892.00,0.0134
2891.00,0.0134
2890.00,0.0134
2889.00,0.0134
2888.00,0.0134
2887.00,0.0134
2886.00,0.0135
2885.00,0.0135
2884.00,0.0135
2883.00,0.0135
2882.00,0.0135
2881.00,0.0135
2880.00,0.0135
2879.00,0.0136
2878.00,0.0136
2877.00,0.0136
2876.00,0.0136
2875.00,0.0136
2874.00,0.0136
2873.00,0.0136
2872.00,0.0136
2871.00,0.0136
2870.00,0.0136
2869.00,0.0137
2868.00,0.0137
2867.00,0.0137
2866.00,0.0137
2865.00,0.0137
2864.00,0.0137
2863.00,0.0137
2862.00,0.0137
2861.00,0.0137
2860.00,0.0137
2859.00,0.0137
2858.00,0.0137
2857.00,0.0137
2856.00,0.0137
2855.00,0.0137
2854.00,0.0137
2853.00,0.0137
2852.00,0.0137
2851.00,0.0137
2850.00,0.0137
2849.00,0.0137
2848.00,0.0137
2847.00,0.0137
2846.00,0.0137
2845.00,0.0137
2844.00,0.0137
2843.00,0.0137
2842.00,0.0138
2841.00,0.0138
2840.00,0.0138
2839.00,0.0138
2838.00,0.0138
2837.00,0.0138
2836.00,0.0138
2835.00,0.0138
2834.00,0.0139
2833.00,0.0139
2832.00,0.0139
2831.00,0.0139
2830.00,0.0139
2829.00,0.0139
2828.00,0.0139
2827.00,0.0139
2826.00,0.0139
2825.00,0.0139
2824.00,0.0139
2823.00,0.0139
2822.00,0.0139
2821.00,0.0139
2820.00,0.0139
2819.00,0.0139
2818.00,0.0139
2817.00,0.0139
2816.00,0.0139
2815.00,0.0139
2814.00,0.0139
2813.00,0.0140
2812.00,0.0140
2811.00,0.0140
2810.00,0.0140
2809.00,0.0140
2808.00,0.0140
2807.00,0.0140
2806.00,0.0140
2805.00,0.0140
2804.00,0.0140
2803.00,0.0140
2802.00,0.0140
2801.00,0.0140
2800.00,0.0140
2799.00,0.0140
2798.00,0.0140
2797.00,0.0140
2796.00,0.0140
2795.00,0.0140
2794.00,0.0140
2793.00,0.0140
2792.00,0.0140
2791.00,0.0140
2790.00,0.0140
2789.00,0.0140
2788.00,0.0140
2787.00,0.0140
2786.00,0.0140
2785.00,0.0140
2784.00,0.0140
2783.00,0.0140
2782.00,0.0140
2781.00,0.0140
2780.00,0.0140
2779.00,0.0140
2778.00,0.0140
2777.00,0.0140
2776.00,0.0140
2775.00,0.0140
2774.00,0.0140
2773.00,0.0140
2772.00,0.0140
2771.00,0.0140
2770.00,0.0140
2769.00,0.0140
2768.00,0.0140
2767.00,0.0140
2766.00,0.0140
2765.00,0.0140
2764.00,0.0140
2763.00,0.0140
2762.00,0.0140
2761.00,0.0140
2760.00,0.0140
2759.00,0.0140
2758.00,0.0140
2757.00,0.0140
2756.00,0.0140
2755.00,0.0140
2754.00,0.0140
2753.00,0.0140
2752.00,0.0140
2751.00,0.0140
2750.00,0.0140
2749.00,0.0140
2748.00,0.0140
2747.00,0.0140
2746.00,0.0140
2745.00,0.0140
2744.00,0.0140
2743.00,0.0140
2742.00,0.0140
2741.00,0.0140
2740.00,0.0140
2739.00,0.0140
2738.00,0.0140
2737.00,0.0140
2736.00,0.0141
2735.00,0.0141
2734.00,0.0141
2733.00,0.0141
2732.00,0.0141
2731.00,0.0141
2730.00,0.0141
2729.00,0.0141
2728.00,0.0141
2727.00,0.0141
2726.00,0.0141
2725.00,0.0141
2724.00,0.0141
2723.00,0.0141
2722.00,0.0141
2721.00,0.0141
2720.00,0.0141
2719.00,0.0141
2718.00,0.0141
2717.00,0.0141
2716.00,0.0141
2715.00,0.0141
2714.00,0.0141
2713.00,0.0141
2712.00,0.0141
2711.00,0.0141
2710.00,0.0141
2709.00,0.0141
2708.00,0.0141
2707.00,0.0141
2706.00,0.0141
2705.00,0.0141
2704.00,0.0141
2703.00,0.0141
2702.00,0.0141
2701.00,0.0141
2700.00,0.0141
2699.00,0.0141
2698.00,0.0141
2697.00,0.0141
2696.00,0.0141
2695.00,0.0141
2694.00,0.0141
2693.00,0.0141
2692.00,0.0141
2691.00,0.0141
2690.00,0.0141
2689.00,0.0141
2688.00,0.0141
2687.00,0.0141
2686.00,0.0141
2685.00,0.0141
2684.00,0.0141
2683.00,0.0141
2682.00,0.0141
2681.00,0.0141
2680.00,0.0141
2679.00,0.0141
2678.00,0.0141
2677.00,0.0141
2676.00,0.0141
2675.00,0.0141
2674.00,0.0141
2673.00,0.0141
2672.00,0.0141
2671.00,0.0141
2670.00,0.0141
2669.00,0.0141
2668.00,0.0141
2667.00,0.0141
2666.00,0.0141
2665.00,0.0141
2664.00,0.0141
2663.00,0.0141
2662.00,0.0141
2661.00,0.0141
2660.00,0.0141
2659.00,0.0141
2658.00,0.0141
2657.00,0.0141
2656.00,0.0141
2655.00,0.0141
2654.00,0.0141
2653.00,0.0141
2652.00,0.0141
2651.00,0.0141
2650.00,0.0141
2649.00,0.0141
2648.00,0.0141
2647.00,0.0142
2646.00,0.0142
2645.00,0.0142
2644.00,0.0141
2643.00,0.0141
2642.00,0.0141
2641.00,0.0141
2640.00,0.0142
2639.00,0.0142
2638.00,0.0142
2637.00,0.0142
2636.00,0.0142
2635.00,0.0142
2634.00,0.0142
2633.00,0.0142
2632.00,0.0142
2631.00,0.0142
2630.00,0.0142
2629.00,0.0142
2628.00,0.0142
2627.00,0.0142
2626.00,0.0142
2625.00,0.0142
2624.00,0.0142
2623.00,0.0142
2622.00,0.0142
2621.00,0.0142
2620.00,0.0142
2619.00,0.0142
2618.00,0.0142
2617.00,0.0142
2616.00,0.0142
2615.00,0.0142
2614.00,0.0142
2613.00,0.0142
2612.00,0.0142
2611.00,0.0142
2610.00,0.0142
2609.00,0.0142
